unique_staying_id,study_id,location_id,Start Time,End Time,Day of Week,Time of Day,Surveyor Count,staying_microclimate,Temperature,staying_row_total,Group Size,Race Ethnicity,Gender,Age,sitting_formal_all,sitting_formal_public,Commercial Activity,commercial_buying,Eating Drinking,talking_to_others,sitting_informal,recreation_passive,standing,using_electronics,Active Recreation,leaning,living_public,commercial_observing,working_civic,staying_mobility_assist,Waiting for Transportation,Smoking,soliciting,sitting_formal_private,Conditions,commercial_selling,Intoxicated Disruptive Behavior,lying,Cultural Activity,Aggressive Disruptive Behavior,sitting_formal_commercial,commercial_selling_informal,Disruptive Behavior,Notes,sitting_formal_public_fixed,sitting_formal_public_fixed_1,sitting_formal_public_movable,subject_id,latitidue,longitude,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,waiting_non_public_transportation,recreation_active_play,recreation_passive_reading_writing,other,chance_encounter,year,month,day
5695,2018_Seattle_Citywide,ALK1,2018-08-18 11:38:00,2018-08-18 11:58:00,Weekend,Midday,UD4H,Light Clouds,65,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5696,2018_Seattle_Citywide,ALK1,2018-08-18 11:38:00,2018-08-18 11:58:00,Weekend,Midday,UD4H,Light Clouds,65,1,1,A,Female,25-44,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2018,8,18
5697,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,A,Male,25-44,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5698,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,A,Female,25-44,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5699,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,1,B,Male,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5700,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,4,W,Male,25-44,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5701,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,4,W,Male,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5702,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,4,W,Female,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5703,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,4,W,Female,25-44,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5704,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,W,Male,25-44,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5705,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,W,Female,25-44,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5706,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,B,Female,5-14,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5707,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,B,Female,5-14,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5708,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,W,Male,45-64,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2018,8,18
5709,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,W,Female,45-64,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5710,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,1,L,Male,45-64,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2018,8,18
5711,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,W,Male,25-44,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5712,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,2,W,Female,25-44,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5713,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,3,B,Male,25-44,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5714,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,3,B,Female,15-24,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5715,2018_Seattle_Citywide,ALK1,2018-08-18 15:39:00,2018-08-18 15:59:00,Weekend,Evening,UD4H,Sun-Shaded,74,1,3,B,Female,25-44,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,18
5716,2018_Seattle_Citywide,BEA2,2018-07-21 12:45:00,2018-07-21 13:05:00,Weekend,Midday,UD4H,Sun-Shaded,68,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,21
5717,2018_Seattle_Citywide,BEA2,2018-07-21 12:45:00,2018-07-21 13:05:00,Weekend,Midday,UD4H,Sun-Shaded,68,1,1,W,Female,65+,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,21
5718,2018_Seattle_Citywide,BEA2,2018-07-21 12:45:00,2018-07-21 13:05:00,Weekend,Midday,UD4H,Sun-Shaded,68,1,1,B,Male,25-44,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,21
5719,2018_Seattle_Citywide,BEA2,2018-07-21 16:22:00,2018-07-21 16:42:00,Weekend,Evening,UD4H,Light Clouds,68,1,1,N,Male,45-64,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,21
5720,2018_Seattle_Citywide,BEA2,2018-07-21 16:22:00,2018-07-21 16:42:00,Weekend,Evening,UD4H,Light Clouds,68,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,21
5721,2018_Seattle_Citywide,BEA2,2018-07-23 09:01:00,2018-07-23 09:21:00,Weekday,Morning,UD4H,Sun-Shaded,65,1,1,B,Male,25-44,,,,,,,,,1,,,,,,,,1,,,,event:cultural_communal,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,23
5722,2018_Seattle_Citywide,BEA2,2018-07-23 09:01:00,2018-07-23 09:21:00,Weekday,Morning,UD4H,Sun-Shaded,65,1,1,A,Female,25-44,,,,,,,,,1,,,,,,,,1,,,,event:cultural_communal,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,23
5723,2018_Seattle_Citywide,BEA2,2018-07-23 09:01:00,2018-07-23 09:21:00,Weekday,Morning,UD4H,Sun-Shaded,65,1,1,A,Female,45-64,1,1,,,,,,,,,,,,,,,1,,,,event:cultural_communal,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,23
5724,2018_Seattle_Citywide,BEA2,2018-07-23 09:01:00,2018-07-23 09:21:00,Weekday,Morning,UD4H,Sun-Shaded,65,1,1,A,Female,45-64,1,1,,,,,,,,1,,,,,,,1,,,,event:cultural_communal,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,23
5725,2018_Seattle_Citywide,BEA2,2018-07-23 09:01:00,2018-07-23 09:21:00,Weekday,Morning,UD4H,Sun-Shaded,65,1,1,A,Male,25-44,,,,,,,,1,1,,,,,,,,1,,,,event:cultural_communal,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,23
5726,2018_Seattle_Citywide,BEA2,2018-07-23 09:01:00,2018-07-23 09:21:00,Weekday,Morning,UD4H,Sun-Shaded,65,1,1,M,Male,15-24,,,,,,,,,1,,,,,,,,1,,,,event:cultural_communal,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,23
5727,2018_Seattle_Citywide,BEA2,2018-07-25 12:25:00,2018-07-25 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,72,1,1,B,Male,25-44,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,25
5728,2018_Seattle_Citywide,BEA2,2018-07-25 12:25:00,2018-07-25 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,72,1,2,A,Female,25-44,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,25
5729,2018_Seattle_Citywide,BEA2,2018-07-25 12:25:00,2018-07-25 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,72,1,2,A,Female,5-14,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,25
5730,2018_Seattle_Citywide,BEA2,2018-07-25 12:25:00,2018-07-25 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,72,1,2,A,Female,25-44,,,,,,1,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,25
5731,2018_Seattle_Citywide,BEA2,2018-07-25 12:25:00,2018-07-25 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,72,1,2,A,Female,25-44,,,,,,1,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,25
5732,2018_Seattle_Citywide,BEA2,2018-07-25 12:25:00,2018-07-25 12:45:00,Weekday,Midday,UD4H,Sun-Shaded,72,1,1,A,Male,15-24,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,25
5733,2018_Seattle_Citywide,BEA2,2018-07-25 16:29:00,2018-07-25 16:49:00,Weekday,Evening,UD4H,Sun-Shaded,72,1,1,A,Female,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,25
5734,2018_Seattle_Citywide,BEA2,2018-07-25 16:29:00,2018-07-25 16:49:00,Weekday,Evening,UD4H,Sun-Shaded,72,1,1,W,Male,25-44,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,25
5735,2018_Seattle_Citywide,BEA2,2018-07-27 08:40:00,2018-07-27 09:00:00,Weekday,Morning,UD4H,Sun-Shaded,62,1,1,A,Female,15-24,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5736,2018_Seattle_Citywide,BEA2,2018-07-27 08:40:00,2018-07-27 09:00:00,Weekday,Morning,UD4H,Sun-Shaded,62,1,1,L,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5737,2018_Seattle_Citywide,BEA2,2018-07-27 08:40:00,2018-07-27 09:00:00,Weekday,Morning,UD4H,Sun-Shaded,62,1,1,B,Male,15-24,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5738,2018_Seattle_Citywide,BEA2,2018-07-27 08:40:00,2018-07-27 09:00:00,Weekday,Morning,UD4H,Sun-Shaded,62,1,1,B,Female,25-44,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5739,2018_Seattle_Citywide,BEA2,2018-07-27 08:40:00,2018-07-27 09:00:00,Weekday,Morning,UD4H,Sun-Shaded,62,1,1,A,Female,45-64,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5740,2018_Seattle_Citywide,BEA2,2018-07-27 12:49:00,2018-07-27 13:09:00,Weekday,Midday,UD4H,Sun-Shaded,74,1,1,L,Female,15-24,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5741,2018_Seattle_Citywide,BEA2,2018-07-27 12:49:00,2018-07-27 13:09:00,Weekday,Midday,UD4H,Sun-Shaded,74,1,1,A,Male,25-44,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5742,2018_Seattle_Citywide,BEA2,2018-07-27 12:49:00,2018-07-27 13:09:00,Weekday,Midday,UD4H,Sun-Shaded,74,1,3,L,Female,25-44,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5743,2018_Seattle_Citywide,BEA2,2018-07-27 12:49:00,2018-07-27 13:09:00,Weekday,Midday,UD4H,Sun-Shaded,74,1,3,L,Male,0-4,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5744,2018_Seattle_Citywide,BEA2,2018-07-27 12:49:00,2018-07-27 13:09:00,Weekday,Midday,UD4H,Sun-Shaded,74,1,3,L,Male,5-14,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5745,2018_Seattle_Citywide,BEA2,2018-07-27 12:49:00,2018-07-27 13:09:00,Weekday,Midday,UD4H,Sun-Shaded,74,1,1,L,Male,25-44,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5746,2018_Seattle_Citywide,BEA2,2018-07-27 16:42:00,2018-07-27 17:02:00,Weekday,Evening,UD4H,Sun-Shaded,84,1,1,W,Female,25-44,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5747,2018_Seattle_Citywide,BEA2,2018-07-27 16:42:00,2018-07-27 17:02:00,Weekday,Evening,UD4H,Sun-Shaded,84,1,1,A,Female,45-64,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5748,2018_Seattle_Citywide,BEA2,2018-07-27 16:42:00,2018-07-27 17:02:00,Weekday,Evening,UD4H,Sun-Shaded,84,1,1,W,Female,25-44,,,,,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5749,2018_Seattle_Citywide,BEA2,2018-07-27 16:42:00,2018-07-27 17:02:00,Weekday,Evening,UD4H,Sun-Shaded,84,1,1,A,Female,45-64,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,7,27
5750,2018_Seattle_Citywide,WES4,2018-08-16 09:47:00,2018-08-16 10:07:00,Weekday,Morning,UD4H,Heavy Clouds,65,1,1,W,Male,25-44,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5751,2018_Seattle_Citywide,WES4,2018-08-16 09:47:00,2018-08-16 10:07:00,Weekday,Morning,UD4H,Heavy Clouds,65,1,1,W,Male,45-64,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5752,2018_Seattle_Citywide,WES4,2018-08-16 09:47:00,2018-08-16 10:07:00,Weekday,Morning,UD4H,Heavy Clouds,65,1,2,W,Male,65+,,,1,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5753,2018_Seattle_Citywide,WES4,2018-08-16 09:47:00,2018-08-16 10:07:00,Weekday,Morning,UD4H,Heavy Clouds,65,1,2,W,Female,65+,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5754,2018_Seattle_Citywide,WES4,2018-08-16 09:47:00,2018-08-16 10:07:00,Weekday,Morning,UD4H,Heavy Clouds,65,1,1,W,Female,45-64,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5755,2018_Seattle_Citywide,WES4,2018-08-16 13:28:00,2018-08-16 13:48:00,Weekday,Midday,UD4H,Heavy Clouds,69,1,1,B,Male,25-44,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5756,2018_Seattle_Citywide,WES4,2018-08-16 13:28:00,2018-08-16 13:48:00,Weekday,Midday,UD4H,Heavy Clouds,69,1,1,W,Female,25-44,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5757,2018_Seattle_Citywide,WES4,2018-08-16 13:28:00,2018-08-16 13:48:00,Weekday,Midday,UD4H,Heavy Clouds,69,1,3,W,Male,45-64,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5758,2018_Seattle_Citywide,WES4,2018-08-16 13:28:00,2018-08-16 13:48:00,Weekday,Midday,UD4H,Heavy Clouds,69,1,3,W,Female,45-64,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5759,2018_Seattle_Citywide,WES4,2018-08-16 13:28:00,2018-08-16 13:48:00,Weekday,Midday,UD4H,Heavy Clouds,69,1,3,W,Female,25-44,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5760,2018_Seattle_Citywide,WES4,2018-08-16 13:28:00,2018-08-16 13:48:00,Weekday,Midday,UD4H,Heavy Clouds,69,1,1,W,Male,25-44,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5761,2018_Seattle_Citywide,WES4,2018-08-16 13:28:00,2018-08-16 13:48:00,Weekday,Midday,UD4H,Heavy Clouds,69,1,1,L,Female,15-24,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5762,2018_Seattle_Citywide,WES4,2018-08-16 13:28:00,2018-08-16 13:48:00,Weekday,Midday,UD4H,Heavy Clouds,69,1,1,W,Female,15-24,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5763,2018_Seattle_Citywide,WES4,2018-08-16 17:24:00,2018-08-16 17:44:00,Weekday,Evening,UD4H,Light Clouds,80,1,1,W,Male,25-44,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5764,2018_Seattle_Citywide,WES4,2018-08-16 17:24:00,2018-08-16 17:44:00,Weekday,Evening,UD4H,Light Clouds,80,1,2,W,Male,45-64,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5765,2018_Seattle_Citywide,WES4,2018-08-16 17:24:00,2018-08-16 17:44:00,Weekday,Evening,UD4H,Light Clouds,80,1,2,W,Male,45-64,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5766,2018_Seattle_Citywide,WES4,2018-08-16 17:24:00,2018-08-16 17:44:00,Weekday,Evening,UD4H,Light Clouds,80,1,1,W,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5767,2018_Seattle_Citywide,WES4,2018-08-16 17:24:00,2018-08-16 17:44:00,Weekday,Evening,UD4H,Light Clouds,80,1,2,W,Female,15-24,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5768,2018_Seattle_Citywide,WES4,2018-08-16 17:24:00,2018-08-16 17:44:00,Weekday,Evening,UD4H,Light Clouds,80,1,2,L,Female,15-24,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,16
5769,2018_Seattle_Citywide,WES4,2018-08-17 09:23:00,2018-08-17 09:43:00,Weekday,Morning,UD4H,Heavy Clouds,59,1,1,W,Female,65+,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5770,2018_Seattle_Citywide,WES4,2018-08-17 09:23:00,2018-08-17 09:43:00,Weekday,Morning,UD4H,Heavy Clouds,59,1,2,A,Male,15-24,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5771,2018_Seattle_Citywide,WES4,2018-08-17 09:23:00,2018-08-17 09:43:00,Weekday,Morning,UD4H,Heavy Clouds,59,1,2,A,Female,15-24,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5772,2018_Seattle_Citywide,WES4,2018-08-17 09:23:00,2018-08-17 09:43:00,Weekday,Morning,UD4H,Heavy Clouds,59,1,1,W,Male,45-64,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5773,2018_Seattle_Citywide,WES4,2018-08-17 09:23:00,2018-08-17 09:43:00,Weekday,Morning,UD4H,Heavy Clouds,59,1,2,W,Male,25-44,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5774,2018_Seattle_Citywide,WES4,2018-08-17 09:23:00,2018-08-17 09:43:00,Weekday,Morning,UD4H,Heavy Clouds,59,1,2,W,Male,25-44,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5775,2018_Seattle_Citywide,WES4,2018-08-17 09:23:00,2018-08-17 09:43:00,Weekday,Morning,UD4H,Heavy Clouds,59,1,1,W,Male,45-64,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5776,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,1,W,Male,45-64,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5777,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,1,L,Male,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5778,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,2,W,Male,25-44,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5779,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,2,W,Male,25-44,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5780,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,1,B,Female,15-24,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5781,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,3,W,Male,65+,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5782,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,3,W,Female,45-64,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5783,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,3,W,Female,45-64,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5784,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,1,W,Male,45-64,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5785,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,1,W,Female,45-64,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5786,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,2,W,Female,65+,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5787,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,2,W,Female,65+,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5788,2018_Seattle_Citywide,WES4,2018-08-17 13:23:00,2018-08-17 13:43:00,Weekday,Midday,UD4H,Light Clouds,67,1,1,W,Female,45-64,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5789,2018_Seattle_Citywide,WES4,2018-08-17 17:21:00,2018-08-17 17:41:00,Weekday,Evening,UD4H,Sun-Shaded,75,1,1,W,Male,25-44,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5790,2018_Seattle_Citywide,WES4,2018-08-17 17:21:00,2018-08-17 17:41:00,Weekday,Evening,UD4H,Sun-Shaded,75,1,1,W,Male,25-44,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
5791,2018_Seattle_Citywide,WES4,2018-08-17 17:21:00,2018-08-17 17:41:00,Weekday,Evening,UD4H,Sun-Shaded,75,1,1,W,Female,25-44,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018,8,17
