unique_staying_id,study_id,location_id,Start Time,End Time,Day of Week,Time of Day,Surveyor Count,staying_microclimate,Temperature,staying_row_total,Group Size,Race Ethnicity,Gender,Age,sitting_formal_all,sitting_formal_public,Commercial Activity,commercial_buying,Eating Drinking,talking_to_others,sitting_informal,recreation_passive,standing,using_electronics,Active Recreation,leaning,living_public,commercial_observing,working_civic,staying_mobility_assist,Waiting for Transportation,Smoking,soliciting,sitting_formal_private,Conditions,commercial_selling,Intoxicated Disruptive Behavior,lying,Cultural Activity,Aggressive Disruptive Behavior,sitting_formal_commercial,commercial_selling_informal,Disruptive Behavior,Notes,sitting_formal_public_fixed,sitting_formal_public_fixed_1,sitting_formal_public_movable,subject_id,latitidue,longitude,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,waiting_non_public_transportation,recreation_active_play,recreation_passive_reading_writing,other,chance_encounter,year,month,day
16528,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,1,,Feminine presenting,15-24,,,,,1,,,,1,1,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,672405fe-4962-484e-b7c5-f51c6a5126b6,47.6597274746457,-122.313467298587,,,,,,,,,,2023,10,24
16529,2023_Seattle_Citywide,UNI3,2023-10-25 16:20:29,2023-10-25 16:40:35,Weekday,Evening,UD4H,Sun - Shaded,50,1,1,,Masculine presenting,65+,,,,,,,,,1,1,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,67522831-aef8-4d4a-bd05-bb826e947388,47.659730995506,-122.313472426052,,,,,,,,,,2023,10,25
16530,2023_Seattle_Citywide,UNI3,2023-10-25 16:20:29,2023-10-25 16:40:35,Weekday,Evening,UD4H,Sun - Shaded,50,1,1,,Masculine presenting,65+,,,,,1,,,1,,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,1,,,,,,,6b5e175b-5b6e-4417-8394-d3fe92238ca3,47.6597253323235,-122.313481416027,,,,,,,,,,2023,10,25
16531,2023_Seattle_Citywide,UNI3,2023-11-03 12:20:21,2023-11-03 12:40:33,Weekday,Midday,UD4H,Light Clouds,56,1,1,,Masculine presenting,25-64,,,,,1,,,1,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Right hand group member not included,,,,6d9e1c3c-e317-4103-9c8e-f7ba9f4541fd,47.6597305627739,-122.313421780007,,,,,,,,,,2023,11,3
16532,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,2,,Feminine presenting,25-64,,,,,,1,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,6fcafc11-370c-403b-bc87-77624ca4b8aa,47.6597172277098,-122.313290009679,,,,,,,,,,2023,10,24
16533,2023_Seattle_Citywide,UNI3,2023-11-03 12:20:21,2023-11-03 12:40:33,Weekday,Midday,UD4H,Light Clouds,56,1,3,,Feminine presenting,15-24,,,1,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Right hand group member not included,,,,728e4ba6-7c58-4c6f-8438-040704eb0db7,47.659718540093,-122.313726475663,,,,,,,,,,2023,11,3
16534,2023_Seattle_Citywide,UNI3,2023-11-03 12:20:21,2023-11-03 12:40:33,Weekday,Midday,UD4H,Light Clouds,56,1,3,,Masculine presenting,15-24,,,1,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Right hand group member not included,,,,7310e4c0-dea7-49f5-8203-a2e26aa91def,47.6597176274375,-122.313753237477,,,,,,,,,,2023,11,3
16535,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,2,,Masculine presenting,25-64,,,,,,1,,,1,,,,,,1,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,752870e4-7d83-469c-b653-c8608a82626e,47.6597111115544,-122.31373790924,,,,,,,,,,2023,10,24
16536,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,3,,Masculine presenting,15-24,,,1,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,7fc8afc1-a702-4fd5-883b-ab068c926978,47.6597142130566,-122.313498785317,,,,,,,,,,2023,10,24
16537,2023_Seattle_Citywide,UNI3,2023-11-03 12:20:21,2023-11-03 12:40:33,Weekday,Midday,UD4H,Light Clouds,56,1,1,,Masculine presenting,15-24,,,1,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Right hand group member not included,,,,81c75211-9dea-4118-974b-959a7f7d36d2,47.6597281618727,-122.313528594754,,,,,,,,,,2023,11,3
16538,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,1,,Masculine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,86f602da-dbaf-478d-af6e-1352be1b87db,47.6597191976675,-122.31353801511,,,,,,,,,,2023,10,24
16539,2023_Seattle_Citywide,UNI3,2023-11-03 12:20:21,2023-11-03 12:40:33,Weekday,Midday,UD4H,Light Clouds,56,1,1,,Masculine presenting,25-64,,,1,,,,,1,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Right hand group member not included,,,,887b263e-c4be-49ef-8ef8-fbcf0886cd8e,47.6597231388727,-122.313623667453,,,,,,,,,,2023,11,3
16540,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,1,,Masculine presenting,25-64,,,,,,,,,1,,,,,,1,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,88a97302-808a-4e81-844c-aaa8a03fc7fd,47.6597105756849,-122.313772444971,,,,,,,,,,2023,10,24
16541,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,1,,Masculine presenting,65+,,,,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Doing drugs,,,,8eead60e-e2ee-4a1e-b7d8-9d68ee8f49e2,47.6597293395552,-122.313435795425,,,,,,,,1,,2023,10,24
16542,2023_Seattle_Citywide,UNI3,2023-10-24 08:22:02,2023-10-24 08:41:24,Weekday,Morning,UD4H,Heavy Clouds,46,1,1,,Masculine presenting,65+,,,,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Doing drugs,,,,8fa24495-124f-42ec-8aa6-f3b2b81439e5,47.6597286442157,-122.313610533526,,,,,,,,1,,2023,10,24
16543,2023_Seattle_Citywide,UNI3,2023-11-03 12:20:21,2023-11-03 12:40:33,Weekday,Midday,UD4H,Light Clouds,56,1,1,,Feminine presenting,15-24,,,1,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Right hand group member not included,,,,9139608a-283c-4a9a-b27f-a09bfad6ec0c,47.6597335095912,-122.313518737704,,,,,,,,,,2023,11,3
16544,2023_Seattle_Citywide,UNI3,2023-10-25 16:20:29,2023-10-25 16:40:35,Weekday,Evening,UD4H,Sun - Shaded,50,1,2,,Masculine presenting,25-64,,,1,,,1,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,92a699e5-eb25-4a74-9546-d3fc1dd6f944,47.659730012674,-122.313506137394,,,,,,,,,,2023,10,25
16545,2023_Seattle_Citywide,UNI3,2023-10-29 12:20:29,2023-10-29 12:40:32,Weekend,Midday,UD4H,Sun - Shaded,50,1,3,,Feminine presenting,15-24,,,,,,1,,1,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,93f38e77-3289-4b6d-9ae4-e27107e9d330,47.6597247220625,-122.313758449004,,,,,,,,,,2023,10,29
16546,2023_Seattle_Citywide,UNI3,2023-10-24 16:20:20,2023-10-24 16:39:32,Weekday,Evening,UD4H,Light Rain,50,1,2,,Masculine presenting,15-24,,,,,,1,,,1,,,,,,,,,,,,"Communal - performance, block party, artists;Other:band at light rail station across street",,,,,,,,,,,,,9423af7e-3c0a-4d4d-8a8e-67613be447d7,47.6596987769458,-122.313299590917,,,,,,,,,,2023,10,24
16547,2023_Seattle_Citywide,UNI3,2023-10-24 16:20:20,2023-10-24 16:39:32,Weekday,Evening,UD4H,Light Rain,50,1,1,,Masculine presenting,15-24,,,,,,1,,,1,,,,,,,,,,,,"Communal - performance, block party, artists;Other:band at light rail station across street",,,,,,,,,,,,,951df21e-9bfe-4115-bdde-316497761b31,47.659699442676,-122.31329731756,,,,,,,,,,2023,10,24
16548,2023_Seattle_Citywide,UNI3,2023-10-24 16:20:20,2023-10-24 16:39:32,Weekday,Evening,UD4H,Light Rain,50,1,1,,Masculine presenting,25-64,,,,,,,,1,1,,,,,,,,,1,,,"Communal - performance, block party, artists;Other:band at light rail station across street",,,,,,,,,,,,,98bb2159-6f9e-47d9-93b4-6fda3896810f,47.6597160891257,-122.313318139797,,,,,,,,,,2023,10,24
16549,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,1,,Masculine presenting,15-24,,,1,,,1,,,,,,1,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,98d5744f-840b-4356-ba95-8eb0eb0e8cef,47.659708504829,-122.313517143832,,,,,,,,,,2023,10,24
16550,2023_Seattle_Citywide,UNI3,2023-10-29 12:20:29,2023-10-29 12:40:32,Weekend,Midday,UD4H,Sun - Shaded,50,1,3,,Feminine presenting,15-24,,,,,,1,,1,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,a965ffd4-d68c-4d0e-9b8a-08994a8af8a1,47.6597215330008,-122.313741200692,,,,,,,,,,2023,10,29
16551,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,3,,Feminine presenting,15-24,,,1,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,b2024891-6673-4822-b5e1-bab46b2df660,47.6597178401798,-122.313499894041,,,,,,,,,,2023,10,24
16552,2023_Seattle_Citywide,UNI3,2023-10-24 16:20:20,2023-10-24 16:39:32,Weekday,Evening,UD4H,Light Rain,50,1,2,,Masculine presenting,15-24,,,,,,1,,,1,,,,,,,,,,,,"Communal - performance, block party, artists;Other:band at light rail station across street",,,,,,,,,,,,,b2c2652f-230e-47c5-bca3-9af4cb6cc268,47.6596967595172,-122.313299186844,,,,,,,,,,2023,10,24
16553,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,1,,Feminine presenting,15-24,,,,,,,,1,1,1,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,b4f0b67c-a3be-4947-aeba-96ffc24345c6,47.6597269470875,-122.313358572137,,,,,,,,,,2023,10,24
16554,2023_Seattle_Citywide,UNI3,2023-10-29 16:20:31,2023-10-29 16:40:26,Weekend,Evening,UD4H,Sun - Shaded,52,1,1,,Feminine presenting,15-24,,1,,,,,,1,,1,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,bfc91119-d144-43b3-9bf9-b07deda92c26,47.6597175958073,-122.313751134958,,,,,,,,,,2023,10,29
16555,2023_Seattle_Citywide,UNI3,2023-10-25 16:20:29,2023-10-25 16:40:35,Weekday,Evening,UD4H,Sun - Shaded,50,1,1,,Masculine presenting,25-64,,,,,,,,1,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,c3d4eb52-628e-44d0-9887-75d151ff0f27,47.6597113651159,-122.313772343782,,,,,,,,,,2023,10,25
16556,2023_Seattle_Citywide,UNI3,2023-10-29 12:20:29,2023-10-29 12:40:32,Weekend,Midday,UD4H,Sun - Shaded,50,1,1,,Masculine presenting,65+,,1,,,1,,,1,,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,c5ea91ff-10be-43bc-8d39-d812aad5ae88,47.659727595538,-122.313678457528,,,,,,,,,,2023,10,29
16557,2023_Seattle_Citywide,UNI3,2023-11-03 12:20:21,2023-11-03 12:40:33,Weekday,Midday,UD4H,Light Clouds,56,1,1,,Masculine presenting,15-24,,1,,,,1,,,,,,,,,,,,1,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Right hand group member not included,,,,c780b913-5710-4b36-b554-d9416f5bff6d,47.6597310617701,-122.313388811535,,,,,,,,,,2023,11,3
16558,2023_Seattle_Citywide,UNI3,2023-10-24 08:22:02,2023-10-24 08:41:24,Weekday,Morning,UD4H,Heavy Clouds,46,1,1,,Masculine presenting,65+,,,,,,,,,1,,,,,,,,1,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,cd8d4a38-4168-46d2-8bc2-03e248ae0d7a,47.6597281589362,-122.313706996411,,,,,,,,,,2023,10,24
16559,2023_Seattle_Citywide,UNI3,2023-10-24 12:20:54,2023-10-24 12:40:27,Weekday,Midday,UD4H,Light Rain,52,1,2,,Masculine presenting,25-64,,,,,,1,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,cee51944-46fe-4b9a-ac57-e727d9cd0675,47.6597116039609,-122.31328671377,,,,,,,,,,2023,10,24
16560,2023_Seattle_Citywide,UNI3,2023-10-25 16:20:29,2023-10-25 16:40:35,Weekday,Evening,UD4H,Sun - Shaded,50,1,1,,Feminine presenting,15-24,,,,,1,,1,1,,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,cf99b43b-1bc0-4a70-889c-a6b1c051cd3b,47.6597226628109,-122.313725437927,,,,,,,,,,2023,10,25
16561,2023_Seattle_Citywide,UNI3,2023-10-25 16:20:29,2023-10-25 16:40:35,Weekday,Evening,UD4H,Sun - Shaded,50,1,1,,Masculine presenting,15-24,,,,,,,,,1,1,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,e55d4766-dc61-435c-8b8a-59568a7612d3,47.6597257653156,-122.313555558815,,,,,,,,,,2023,10,25
16562,2023_Seattle_Citywide,UNI3,2023-10-25 08:20:29,2023-10-25 08:40:27,Weekday,Morning,UD4H,Heavy Clouds,43,1,1,,Masculine presenting,65+,,,,,,,,1,1,1,,,,,,,,1,,,"Roadwork/Construction - noise, diversions",,,,,,,,,,,,,f6473197-80e0-4716-ba19-b60024f53743,47.6597203382729,-122.313310625454,,,,,,,,,,2023,10,25
16563,2023_Seattle_Citywide,UNI3,2023-11-03 12:20:21,2023-11-03 12:40:33,Weekday,Midday,UD4H,Light Clouds,56,1,1,,Feminine presenting,15-24,,,1,,,,,,1,,,,,,,,,,,,"Roadwork/Construction - noise, diversions",,,,,,,,,Right hand group member not included,,,,fc0c8a46-8b2d-4e3c-9273-843651ebdddd,47.6597284380117,-122.313489095921,,,,,,,,,,2023,11,3
16564,2023_Seattle_Citywide,UNI4,2023-10-25 17:20:40,2023-10-25 17:40:40,Weekday,Evening,UD4H,Light Clouds,48,1,2,,Gender-non-conforming presenting,25-64,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,042c34e7-5c12-4131-8458-fd60e47e2c23,47.6583862214437,-122.312743194482,,,,,,,,,,2023,10,25
16565,2023_Seattle_Citywide,UNI4,2023-10-29 13:19:06,2023-10-29 13:38:50,Weekend,Midday,UD4H,Sun - Exposed,53,1,1,,Masculine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0663d79f-41b4-442a-8d06-e788bf79017a,47.6583845733747,-122.312722453599,,,,,,,,,,2023,10,29
16566,2023_Seattle_Citywide,UNI4,2023-10-29 17:10:17,2023-10-29 17:30:23,Weekend,Evening,UD4H,Sun - Shaded,50,1,1,,Masculine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,06f40a80-0c66-4e1f-925a-55ff44291358,47.6583816482706,-122.312733923817,,,,,,,,,,2023,10,29
16567,2023_Seattle_Citywide,UNI4,2023-10-25 17:20:40,2023-10-25 17:40:40,Weekday,Evening,UD4H,Light Clouds,48,1,3,,Masculine presenting,5-14,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0bba7071-a20c-4c73-89b8-4610ef967e13,47.6583630906587,-122.31283863599,,,,,,,,,,2023,10,25
16568,2023_Seattle_Citywide,UNI4,2023-10-24 09:21:02,2023-10-24 09:40:32,Weekday,Morning,UD4H,Heavy Clouds,49,1,1,,Masculine presenting,65+,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,0dd5de88-29ab-4547-a05b-08cf3cba7ea3,47.6583724415655,-122.312654447189,,,,,,,,,,2023,10,24
16569,2023_Seattle_Citywide,UNI4,2023-10-24 09:21:02,2023-10-24 09:40:32,Weekday,Morning,UD4H,Heavy Clouds,49,1,1,,Masculine presenting,25-64,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1390a6f7-ffc7-475b-95c2-bd001123b065,47.6583887696935,-122.31273933637,,,,,,,,,,2023,10,24
16570,2023_Seattle_Citywide,UNI4,2023-10-25 09:20:14,2023-10-25 09:40:31,Weekday,Morning,UD4H,Heavy Clouds,45,1,1,,Masculine presenting,15-24,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1863a02d-f1e7-4ebc-86cd-7324e9e5765e,47.6583765476935,-122.312738045617,,,,,,,,,,2023,10,25
16571,2023_Seattle_Citywide,UNI4,2023-10-29 17:10:17,2023-10-29 17:30:23,Weekend,Evening,UD4H,Sun - Shaded,50,1,2,,Masculine presenting,15-24,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2725737c-0557-462e-9037-bee3fa1fa151,47.6583734025938,-122.313015639996,,,,,,,,,,2023,10,29
16572,2023_Seattle_Citywide,UNI4,2023-10-25 17:20:40,2023-10-25 17:40:40,Weekday,Evening,UD4H,Light Clouds,48,1,3,,Feminine presenting,5-14,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,370acf2a-c7ff-460c-9a3b-b579a050806c,47.6583660719236,-122.312839834753,,,,,,,,,,2023,10,25
16573,2023_Seattle_Citywide,UNI4,2023-10-24 09:21:02,2023-10-24 09:40:32,Weekday,Morning,UD4H,Heavy Clouds,49,1,1,,Masculine presenting,65+,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,37a2d0ee-d8f5-47b6-9cb7-a6c99bd1a50c,47.6583934517787,-122.312889369862,,,,,,,,,,2023,10,24
16574,2023_Seattle_Citywide,UNI4,2023-10-24 13:20:26,2023-10-24 13:40:25,Weekday,Midday,UD4H,Light Rain,52,1,2,,Masculine presenting,15-24,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,381abe01-bf7a-4287-9a32-95368106e07e,47.6583604075061,-122.312731356894,,,,,,,,,,2023,10,24
16575,2023_Seattle_Citywide,UNI4,2023-10-29 13:19:06,2023-10-29 13:38:50,Weekend,Midday,UD4H,Sun - Exposed,53,1,1,,Masculine presenting,25-64,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3ccf6c6a-8fd5-40ec-ac24-f5d793798481,47.6583653378203,-122.312734749611,,,,,,,,,,2023,10,29
16576,2023_Seattle_Citywide,UNI4,2023-10-29 13:19:06,2023-10-29 13:38:50,Weekend,Midday,UD4H,Sun - Exposed,53,1,1,,Feminine presenting,25-64,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,414044a3-4e67-42f3-adb7-47fcf6c83223,47.6583817740737,-122.312634526219,,,,,1,,,,,2023,10,29
16577,2023_Seattle_Citywide,UNI4,2023-10-24 13:20:26,2023-10-24 13:40:25,Weekday,Midday,UD4H,Light Rain,52,1,1,,Feminine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,418875ae-7aa0-4fa0-9391-3c55cfb3e344,47.6583863110355,-122.312759051093,,,,,,,,,,2023,10,24
16578,2023_Seattle_Citywide,UNI4,2023-11-03 13:07:07,2023-11-03 13:26:32,Weekday,Midday,UD4H,Light Clouds,57,1,2,,Masculine presenting,15-24,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,4660dead-6b74-4ae1-a602-91f42163ad7c,47.6583783645981,-122.312782591408,,,,,,,,,,2023,11,3
16579,2023_Seattle_Citywide,UNI4,2023-10-24 13:20:26,2023-10-24 13:40:25,Weekday,Midday,UD4H,Light Rain,52,1,1,,Feminine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4b0cc8cc-fb00-4364-b0e5-0db026d027e0,47.6583807151917,-122.312720757724,,,,,,,,,,2023,10,24
16580,2023_Seattle_Citywide,UNI4,2023-10-24 13:20:26,2023-10-24 13:40:25,Weekday,Midday,UD4H,Light Rain,52,1,2,,Masculine presenting,15-24,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4bcb1a73-d4d9-46f3-9388-dc18b9f2b670,47.6583583907224,-122.312727015217,,,,,,,,,,2023,10,24
16581,2023_Seattle_Citywide,UNI4,2023-10-24 13:20:26,2023-10-24 13:40:25,Weekday,Midday,UD4H,Light Rain,52,1,1,,Masculine presenting,65+,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,59a3b82e-2da9-4db0-8fa2-b3f913130674,47.6583774310317,-122.312714893594,,,,,,,,,,2023,10,24
16582,2023_Seattle_Citywide,UNI4,2023-10-24 13:20:26,2023-10-24 13:40:25,Weekday,Midday,UD4H,Light Rain,52,1,2,,Feminine presenting,15-24,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,5cb36629-03e4-4e20-ad3e-f0a85d455a3a,47.6583852359408,-122.31272631227,,,,,,,,,,2023,10,24
16583,2023_Seattle_Citywide,UNI4,2023-10-25 09:20:14,2023-10-25 09:40:31,Weekday,Morning,UD4H,Heavy Clouds,45,1,1,,Masculine presenting,15-24,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,689a8528-11ff-4bd6-88a7-56304ae1f3b8,47.6583765476935,-122.312738045617,,,,,,,,,,2023,10,25
16584,2023_Seattle_Citywide,UNI4,2023-10-25 17:20:40,2023-10-25 17:40:40,Weekday,Evening,UD4H,Light Clouds,48,1,2,,Gender-non-conforming presenting,25-64,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,727510a0-fd35-493f-a097-0bc82756b238,47.6583812383553,-122.312760384534,,,,,,,,,,2023,10,25
16585,2023_Seattle_Citywide,UNI4,2023-10-25 17:20:40,2023-10-25 17:40:40,Weekday,Evening,UD4H,Light Clouds,48,1,1,,Feminine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,78355ccc-7c65-44de-b7f5-2dc82094bf83,47.6583875336725,-122.31269848871,,,,,,,,,,2023,10,25
16586,2023_Seattle_Citywide,UNI4,2023-10-25 09:20:14,2023-10-25 09:40:31,Weekday,Morning,UD4H,Heavy Clouds,45,1,1,,Masculine presenting,25-64,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,9622d7bc-5d31-4565-967c-d528344e4840,47.6583766804503,-122.312652903628,,,,,,,,,,2023,10,25
16587,2023_Seattle_Citywide,UNI4,2023-10-25 09:20:14,2023-10-25 09:40:31,Weekday,Morning,UD4H,Heavy Clouds,45,1,1,,Masculine presenting,25-64,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,9a92e4a3-1d8d-4e48-9e4d-107236e7358a,47.658376525518,-122.312382523973,,,,,,,,,,2023,10,25
16588,2023_Seattle_Citywide,UNI4,2023-10-29 17:10:17,2023-10-29 17:30:23,Weekend,Evening,UD4H,Sun - Shaded,50,1,1,,Masculine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9beacb93-0317-4123-a9a8-22a95ee93512,47.6583827369856,-122.312716261657,,,,,,,,,,2023,10,29
16589,2023_Seattle_Citywide,UNI4,2023-10-25 17:20:40,2023-10-25 17:40:40,Weekday,Evening,UD4H,Light Clouds,48,1,3,,Masculine presenting,25-64,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,9ca651d9-f463-432a-aa55-39d70fb0ea4b,47.6583664366688,-122.312828074553,,,,,,,,,,2023,10,25
16590,2023_Seattle_Citywide,UNI4,2023-10-24 09:21:02,2023-10-24 09:40:32,Weekday,Morning,UD4H,Heavy Clouds,49,1,1,,Masculine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,Letting people into store,,,,ad1552b4-525e-454b-9cfd-178a93e4aa9b,47.658390955848,-122.312804213003,,,,,,,,,,2023,10,24
16591,2023_Seattle_Citywide,UNI4,2023-10-25 09:20:14,2023-10-25 09:40:31,Weekday,Morning,UD4H,Heavy Clouds,45,1,1,,Masculine presenting,25-64,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,be3de518-4bc7-436e-82ee-dede96c53b87,47.6583636711802,-122.312629743537,,,,,,,,,,2023,10,25
16592,2023_Seattle_Citywide,UNI4,2023-10-25 17:20:40,2023-10-25 17:40:40,Weekday,Evening,UD4H,Light Clouds,48,1,2,,Masculine presenting,15-24,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,bf022b01-dbff-4e34-90fa-05f5b9286bdf,47.658363713563,-122.312663038757,,,,,,,,,,2023,10,25
16593,2023_Seattle_Citywide,UNI4,2023-11-03 13:07:07,2023-11-03 13:26:32,Weekday,Midday,UD4H,Light Clouds,57,1,2,,Feminine presenting,15-24,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,c83bb93b-4f70-471d-9f46-de01a54ffc81,47.6583767037499,-122.312754850991,,,,,,,,,,2023,11,3
16594,2023_Seattle_Citywide,UNI4,2023-11-03 13:07:07,2023-11-03 13:26:32,Weekday,Midday,UD4H,Light Clouds,57,1,1,,Masculine presenting,65+,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,c91614d4-1ca1-4b51-91a0-f3c3c10616d8,47.65836791503,-122.312690529679,,,,,,,,,,2023,11,3
16595,2023_Seattle_Citywide,UNI4,2023-11-03 13:07:07,2023-11-03 13:26:32,Weekday,Midday,UD4H,Light Clouds,57,1,1,,Masculine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,caeceb7f-bd51-4624-9471-90dfe252736f,47.6583839262251,-122.312695822183,,,,,,,,,,2023,11,3
16596,2023_Seattle_Citywide,UNI4,2023-10-24 13:20:26,2023-10-24 13:40:25,Weekday,Midday,UD4H,Light Rain,52,1,2,,Feminine presenting,15-24,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,d6a92dad-5b8a-4a37-bd7b-c0f128b67421,47.658386418559,-122.312734564538,,,,,,,,,,2023,10,24
16597,2023_Seattle_Citywide,UNI4,2023-11-03 13:07:07,2023-11-03 13:26:32,Weekday,Midday,UD4H,Light Clouds,57,1,1,,Masculine presenting,25-64,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,d9a9ceef-f432-4b98-b631-4e87eb32759e,47.6583768965338,-122.312716727264,,,,,,,,,,2023,11,3
